,movie,popularity,production_budget,domestic_gross,worldwide_gross,release_month,movie_id,primary_title,start_year,runtime_minutes,averagerating,numvotes,genre_list,genre_rating
264,The Mortal Instruments: City of Bones,16.484,60000000,31165421,75965567,8,tt1538403,The Mortal Instruments: City of Bones,2013,130.0,5.9,121936.0,Action,6.085581395348833
265,The Croods,16.29,135000000,187168425,573068425,3,tt0481499,The Croods,2013,98.0,7.2,176699.0,Action,6.085581395348833
266,Hansel & Gretel: Witch Hunters,15.982000000000001,50000000,55703475,214949716,1,tt1428538,Hansel & Gretel: Witch Hunters,2013,88.0,6.1,183387.0,Action,6.085581395348833
267,The Last Stand,15.894,30000000,12050299,48330757,1,tt1549920,The Last Stand,2013,107.0,6.4,126623.0,Action,6.085581395348833
268,A Good Day to Die Hard,15.857999999999999,92000000,67349198,304249198,2,tt1606378,A Good Day to Die Hard,2013,98.0,5.3,188383.0,Action,6.085581395348833
269,Ender's Game,15.533,110000000,61737191,127983283,11,tt1731141,Ender's Game,2013,114.0,6.6,211722.0,Action,6.085581395348833
270,Lone Survivor,15.404000000000002,40000000,125095601,149804632,12,tt1091191,Lone Survivor,2013,121.0,7.5,246641.0,Action,6.085581395348833
271,G.I. Joe: Retaliation,15.065,140000000,122523060,375740705,3,tt1583421,G.I. Joe: Retaliation,2013,110.0,5.8,165536.0,Action,6.085581395348833
272,RED 2,14.994000000000002,84000000,53262560,141507355,7,tt1821694,RED 2,2013,116.0,6.6,148846.0,Action,6.085581395348833
273,Parker,14.95,35000000,17616641,48543388,1,tt1904996,Parker,2013,118.0,6.2,105529.0,Action,6.085581395348833
274,2 Guns,14.8,61000000,75612460,132493015,8,tt1272878,2 Guns,2013,109.0,6.7,182025.0,Action,6.085581395348833
275,Kick-Ass 2,14.793,28000000,28795985,63129909,8,tt1650554,Kick-Ass 2,2013,103.0,6.6,238832.0,Action,6.085581395348833
276,Rush,14.623,38000000,26947624,98230839,9,tt1979320,Rush,2013,123.0,8.1,393437.0,Action,6.085581395348833
277,World War Z,14.582,190000000,202359711,531514650,6,tt0816711,World War Z,2013,116.0,7.0,553751.0,Action,6.085581395348833
278,Homefront,14.422,22000000,20158492,51695362,11,tt2312718,Homefront,2013,100.0,6.5,98549.0,Action,6.085581395348833
279,After Earth,14.415,130000000,60522097,251499665,5,tt1815862,After Earth,2013,100.0,4.8,181687.0,Action,6.085581395348833
280,Olympus Has Fallen,13.864,70000000,98927592,172878928,3,tt2302755,Olympus Has Fallen,2013,119.0,6.5,235443.0,Action,6.085581395348833
281,Gangster Squad,13.029000000000002,60000000,46000903,104100903,1,tt1321870,Gangster Squad,2013,113.0,6.7,195560.0,Action,6.085581395348833
282,White House Down,13.026,150000000,73103784,205440387,6,tt2334879,White House Down,2013,131.0,6.4,191791.0,Action,6.085581395348833
283,The World's End,12.719000000000001,20000000,26004851,47508505,8,tt1213663,The World's End,2013,109.0,7.0,235308.0,Action,6.085581395348833
284,The Lone Ranger,12.482000000000001,275000000,89302115,260002115,7,tt1210819,The Lone Ranger,2013,150.0,6.4,208827.0,Action,6.085581395348833
285,The Host,11.458,50000000,26623701,64477051,3,tt1517260,The Host,2013,125.0,5.9,105633.0,Action,6.085581395348833
286,You're Next,11.45,1000000,18494006,26887177,8,tt1853739,You're Next,2011,95.0,6.6,79451.0,Action,6.085581395348833
287,Oldboy,11.378,3000000,707391,6239723,11,tt1321511,Oldboy,2013,104.0,5.8,63231.0,Action,6.085581395348833
288,Getaway,10.793,18000000,10501938,11813989,8,tt2167202,Getaway,2013,90.0,4.4,22157.0,Action,6.085581395348833
289,Machete Kills,10.36,20000000,8008161,18273009,10,tt2002718,Machete Kills,2013,107.0,5.6,69968.0,Action,6.085581395348833
290,Dead Man Down,10.349,30000000,10895295,19599974,3,tt2101341,Dead Man Down,2013,118.0,6.5,61238.0,Action,6.085581395348833
293,The Sweeney,6.4,4500000,26345,8000366,3,tt0857190,The Sweeney,2012,112.0,6.1,18095.0,Action,6.085581395348833
296,The Wolverine,4.323,115000000,132556852,416456852,7,tt1430132,The Wolverine,2013,126.0,6.7,401286.0,Action,6.085581395348833
299,Wonder Woman,2.841,150000000,412563408,821133378,9,tt0451279,Wonder Woman,2017,141.0,7.5,487527.0,Action,6.085581395348833
300,Wonder Woman,31.618000000000002,150000000,412563408,821133378,6,tt0451279,Wonder Woman,2017,141.0,7.5,487527.0,Action,6.085581395348833
301,Non-Stop,2.2640000000000002,50000000,91742160,222383055,11,tt2024469,Non-Stop,2014,106.0,7.0,234717.0,Action,6.085581395348833
302,Non-Stop,13.562000000000001,50000000,91742160,222383055,2,tt2024469,Non-Stop,2014,106.0,7.0,234717.0,Action,6.085581395348833
310,Noah,0.6,130000000,101200044,352831065,9,tt1959490,Noah,2014,138.0,5.8,229326.0,Action,6.085581395348833
311,Noah,13.905,130000000,101200044,352831065,3,tt1959490,Noah,2014,138.0,5.8,229326.0,Action,6.085581395348833
312,Noah,0.6,130000000,101200044,352831065,3,tt1959490,Noah,2014,138.0,5.8,229326.0,Action,6.085581395348833
313,Adrift,0.6,35000000,31445011,57897191,7,tt6306064,Adrift,2018,96.0,6.6,34115.0,Action,6.085581395348833
314,Adrift,16.785999999999998,35000000,31445011,57897191,6,tt6306064,Adrift,2018,96.0,6.6,34115.0,Action,6.085581395348833
315,John Wick,78.123,30000000,43037835,76235001,10,tt2911666,John Wick,2014,101.0,7.4,449942.0,Action,6.085581395348833
316,Guardians of the Galaxy,49.606,170000000,333172112,770867516,8,tt2015381,Guardians of the Galaxy,2014,121.0,8.1,948394.0,Action,6.085581395348833
317,X-Men: Days of Future Past,41.867,200000000,233921534,747862775,5,tt1877832,X-Men: Days of Future Past,2014,132.0,8.0,620079.0,Action,6.085581395348833
318,The Maze Runner,36.955,34000000,102427862,348319861,9,tt1790864,The Maze Runner,2014,113.0,6.8,387038.0,Action,6.085581395348833
319,Big Hero 6,36.92,165000000,222527828,652127828,11,tt2245084,Big Hero 6,2014,102.0,7.8,371204.0,Action,6.085581395348833
320,Big Hero 6,36.92,165000000,222527828,652127828,11,tt2245084,Big Hero 6,2014,102.0,7.8,371204.0,Action,6.085581395348833
321,The Hunger Games: Mockingjay - Part 1,33.836999999999996,125000000,337135885,766575131,11,tt1951265,The Hunger Games: Mockingjay - Part 1,2014,123.0,6.6,379050.0,Action,6.085581395348833
322,Fury,29.116999999999997,80000000,85817906,210315681,10,tt2713180,Fury,2014,134.0,7.6,381993.0,Action,6.085581395348833
323,Dracula Untold,29.043000000000003,70000000,55991880,220241723,10,tt0829150,Dracula Untold,2014,92.0,6.3,164829.0,Action,6.085581395348833
324,The Equalizer,28.941999999999997,55000000,101530738,192903624,9,tt0455944,The Equalizer,2014,132.0,7.2,302302.0,Action,6.085581395348833
325,The Purge: Anarchy,28.424,9000000,71562550,111534881,7,tt2975578,The Purge: Anarchy,2014,103.0,6.5,126203.0,Action,6.085581395348833
326,Dawn of the Planet of the Apes,27.641,170000000,208545589,710644566,7,tt2103281,Dawn of the Planet of the Apes,2014,130.0,7.6,390199.0,Action,6.085581395348833
327,How to Train Your Dragon 2,27.105999999999998,145000000,177002924,614586270,6,tt1646971,How to Train Your Dragon 2,2014,102.0,7.8,278205.0,Action,6.085581395348833
328,Exodus: Gods and Kings,26.789,140000000,65014513,268314513,12,tt1528100,Exodus: Gods and Kings,2014,150.0,6.0,150858.0,Action,6.085581395348833
329,Kingsman: The Secret Service,26.103,94000000,128261724,404561724,2,tt2802144,Kingsman: The Secret Service,2014,129.0,7.7,544510.0,Action,6.085581395348833
330,Kingsman: The Secret Service,26.103,94000000,128261724,404561724,2,tt2802144,Kingsman: The Secret Service,2014,129.0,7.7,544510.0,Action,6.085581395348833
331,Teenage Mutant Ninja Turtles,25.619,125000000,191204754,485004754,8,tt1291150,Teenage Mutant Ninja Turtles,2014,101.0,5.8,192220.0,Action,6.085581395348833
332,Teenage Mutant Ninja Turtles,25.619,13500000,135265915,202000000,8,tt1291150,Teenage Mutant Ninja Turtles,2014,101.0,5.8,192220.0,Action,6.085581395348833
333,Pompeii,25.215,80000000,23169033,108469033,2,tt1921064,Pompeii,2014,105.0,5.5,100467.0,Action,6.085581395348833
334,Godzilla,24.982,160000000,200676069,529076069,5,tt0831387,Godzilla,2014,123.0,6.4,350687.0,Action,6.085581395348833
335,Godzilla,24.982,125000000,136314294,376000000,5,tt0831387,Godzilla,2014,123.0,6.4,350687.0,Action,6.085581395348833
336,Hercules,23.921999999999997,100000000,72688614,243388614,7,tt1267297,Hercules,2014,98.0,6.0,137287.0,Action,6.085581395348833
337,Hercules,23.921999999999997,70000000,99112101,250700000,7,tt1267297,Hercules,2014,98.0,6.0,137287.0,Action,6.085581395348833
338,300: Rise of an Empire,23.68,110000000,106580051,330780051,3,tt1253863,300: Rise of an Empire,2014,102.0,6.2,262978.0,Action,6.085581395348833
339,Transformers: Age of Extinction,20.961,210000000,245439076,1104039076,6,tt2109248,Transformers: Age of Extinction,2014,165.0,5.7,283486.0,Action,6.085581395348833
340,The Amazing Spider-Man 2,20.846999999999998,200000000,202853933,708996336,5,tt1872181,The Amazing Spider-Man 2,2014,142.0,6.6,388363.0,Action,6.085581395348833
341,Edge of Tomorrow,19.753,178000000,100206256,370541256,6,tt1631867,Edge of Tomorrow,2014,113.0,7.9,546284.0,Action,6.085581395348833
342,The Lego Movie,19.375,60000000,257784718,457729388,2,tt1490017,The Lego Movie,2014,100.0,7.8,304179.0,Action,6.085581395348833
343,A Walk Among the Tombstones,19.373,28000000,26017685,62108587,9,tt0365907,A Walk Among the Tombstones,2014,114.0,6.5,105116.0,Action,6.085581395348833
344,Maleficent,19.274,180000000,241407328,758536735,5,tt1587310,Maleficent,2014,97.0,7.0,305832.0,Action,6.085581395348833
345,The Expendables 3,18.797,100000000,39322544,209461378,8,tt2333784,The Expendables 3,2014,126.0,6.1,156432.0,Action,6.085581395348833
346,American Sniper,18.473,58000000,350126372,547326372,12,tt2179136,American Sniper,2014,133.0,7.3,401915.0,Action,6.085581395348833
347,American Sniper,18.473,58000000,350126372,547326372,12,tt2179136,American Sniper,2014,133.0,7.3,401915.0,Action,6.085581395348833
348,Captain America: The Winter Soldier,18.073,170000000,259746958,714401889,4,tt1843866,Captain America: The Winter Soldier,2014,136.0,7.8,666252.0,Action,6.085581395348833
349,RoboCop,17.851,120000000,58607007,242981799,2,tt1234721,RoboCop,2014,117.0,6.2,205798.0,Action,6.085581395348833
350,RoboCop,17.851,13000000,53424681,53424681,2,tt1234721,RoboCop,2014,117.0,6.2,205798.0,Action,6.085581395348833
351,The November Man,17.747,15000000,25018119,34820335,8,tt2402157,The November Man,2014,108.0,6.3,59293.0,Action,6.085581395348833
352,Divergent,16.982,85000000,150947895,276014965,3,tt1840309,Divergent,2014,139.0,6.7,399703.0,Action,6.085581395348833
353,Lucy,16.73,40000000,126573960,457507776,7,tt2872732,Lucy,2014,89.0,6.4,403194.0,Action,6.085581395348833
354,Snowpiercer,14.735,40000000,4563029,88069880,6,tt1706620,Snowpiercer,2013,126.0,7.1,239264.0,Action,6.085581395348833
355,No Good Deed,14.519,13200000,52543632,54323210,9,tt2011159,No Good Deed,2014,84.0,5.6,16045.0,Action,6.085581395348833
356,Sabotage,14.055,35000000,10508518,18376443,3,tt1742334,Sabotage,2014,109.0,5.7,55597.0,Action,6.085581395348833
357,Left Behind,13.897,18500000,4221341,4221341,10,tt2467046,Left Behind,2014,110.0,3.1,33515.0,Action,6.085581395348833
358,Left Behind,13.897,16000000,14019924,20769209,10,tt2467046,Left Behind,2014,110.0,3.1,33515.0,Action,6.085581395348833
359,The Legend of Hercules,13.754000000000001,70000000,18848538,58953319,1,tt1043726,The Legend of Hercules,2014,99.0,4.2,50352.0,Action,6.085581395348833
360,Need for Speed,13.722999999999999,66000000,43568507,194169619,3,tt2369135,Need for Speed,2014,132.0,6.5,154909.0,Action,6.085581395348833
361,The Rover,13.527999999999999,8500000,1109199,3180252,7,tt2345737,The Rover,2014,103.0,6.4,40576.0,Action,6.085581395348833
362,"I, Frankenstein",12.7,65000000,19075290,74575290,1,tt1418377,"I, Frankenstein",2014,92.0,5.1,74910.0,Action,6.085581395348833
363,The Prince,12.324000000000002,18000000,0,0,8,tt1085492,The Prince,2014,93.0,4.6,16048.0,Action,6.085581395348833
364,Blood Ties,12.003,26000000,42472,2923959,3,tt1747958,Blood Ties,2013,127.0,6.5,17771.0,Action,6.085581395348833
365,22 Jump Street,11.175999999999998,50000000,191719337,331333876,6,tt2294449,22 Jump Street,2014,112.0,7.0,319504.0,Action,6.085581395348833
366,Jack Ryan: Shadow Recruit,11.061,60000000,50577412,131377412,1,tt1205537,Jack Ryan: Shadow Recruit,2014,105.0,6.2,114913.0,Action,6.085581395348833
367,3 Days to Kill,11.011,28000000,30697999,38959900,2,tt2172934,3 Days to Kill,2014,117.0,6.2,81681.0,Action,6.085581395348833
368,Ride Along,10.831,25000000,134202565,153733800,1,tt1408253,Ride Along,2014,99.0,6.2,94529.0,Action,6.085581395348833
372,Brick Mansions,9.193999999999999,28000000,20396829,73421224,4,tt1430612,Brick Mansions,2014,90.0,5.7,37528.0,Action,6.085581395348833
373,Into the Storm,8.884,50000000,47602194,150429371,8,tt2106361,Into the Storm,2014,89.0,5.8,60894.0,Action,6.085581395348833
379,The Young and Prodigious T.S. Spivet,7.285,33000000,176847,357687,10,tt1981107,The Young and Prodigious T.S. Spivet,2013,105.0,7.1,15372.0,Action,6.085581395348833
392,Brothers,0.6,26000000,28544157,45043870,1,tt3802576,Brothers,2015,156.0,6.7,10689.0,Action,6.085581395348833
395,Brothers,0.6,13000000,656688,17856688,1,tt3802576,Brothers,2015,156.0,6.7,10689.0,Action,6.085581395348833
398,Breaking In,0.6,6000000,46840590,51411620,1,tt7137846,Breaking In,2018,88.0,5.4,10154.0,Action,6.085581395348833
399,Breaking In,12.187999999999999,6000000,46840590,51411620,5,tt7137846,Breaking In,2018,88.0,5.4,10154.0,Action,6.085581395348833
400,Avengers: Age of Ultron,44.383,330600000,459005868,1403013963,5,tt2395427,Avengers: Age of Ultron,2015,141.0,7.3,665594.0,Action,6.085581395348833
401,Ant-Man,32.715,130000000,180202163,518858449,7,tt0478970,Ant-Man,2015,117.0,7.3,501213.0,Action,6.085581395348833
402,Spectre,30.318,300000000,200074175,879620923,11,tt2379713,Spectre,2015,148.0,6.8,352504.0,Action,6.085581395348833
403,Spectre,30.318,300000000,200074175,879620923,11,tt2379713,Spectre,2015,148.0,6.8,352504.0,Action,6.085581395348833
404,Mad Max: Fury Road,28.099,150000000,153636354,370098020,5,tt1392190,Mad Max: Fury Road,2015,120.0,8.1,780910.0,Action,6.085581395348833
405,Taken 3,27.679000000000002,48000000,89256424,327656424,1,tt2446042,Taken 3,2014,108.0,6.0,165072.0,Action,6.085581395348833
406,San Andreas,27.414,110000000,155190832,456258539,5,tt2126355,San Andreas,2015,114.0,6.1,192750.0,Action,6.085581395348833
407,Chappie,24.52,49000000,31569268,105002056,3,tt1823672,Chappie,2015,120.0,6.8,213733.0,Action,6.085581395348833
408,Jupiter Ascending,24.058000000000003,179000000,47482519,181982519,2,tt1617661,Jupiter Ascending,2015,127.0,5.3,166327.0,Action,6.085581395348833
409,Seventh Son,22.855999999999998,95000000,17725785,108874967,2,tt1121096,Seventh Son,2014,102.0,5.5,66565.0,Action,6.085581395348833
410,Jurassic World,20.709,215000000,652270625,1648854864,6,tt0369610,Jurassic World,2015,124.0,7.0,539338.0,Action,6.085581395348833
411,Sicario,20.468,30000000,46889293,84393749,9,tt3397884,Sicario,2015,121.0,7.6,328548.0,Action,6.085581395348833
412,Sicario,20.468,30000000,46889293,84393749,9,tt3397884,Sicario,2015,121.0,7.6,328548.0,Action,6.085581395348833
413,Tomorrowland,20.136,170000000,93436322,206627518,5,tt1964418,Tomorrowland,2015,130.0,6.4,161343.0,Action,6.085581395348833
414,Everest,19.9,65000000,43482270,221297061,9,tt2719848,Everest,2015,121.0,7.1,181133.0,Action,6.085581395348833
415,Everest,19.9,65000000,43482270,221297061,9,tt2719848,Everest,2015,121.0,7.1,181133.0,Action,6.085581395348833
416,The Hunger Games: Mockingjay - Part 2,19.487000000000002,160000000,281723902,648986787,11,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137.0,6.6,252384.0,Action,6.085581395348833
417,The Hunger Games: Mockingjay - Part 2,19.487000000000002,160000000,281723902,648986787,11,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137.0,6.6,252384.0,Action,6.085581395348833
418,The Revenant,19.41,135000000,183637894,532938302,12,tt1663202,The Revenant,2015,156.0,8.0,621193.0,Action,6.085581395348833
419,The Revenant,19.41,135000000,183637894,532938302,12,tt1663202,The Revenant,2015,156.0,8.0,621193.0,Action,6.085581395348833
420,No Escape,19.005,5000000,27288872,42844516,8,tt1781922,No Escape,2015,103.0,6.8,70222.0,Action,6.085581395348833
421,Run All Night,17.592,50000000,26461644,66961644,3,tt2199571,Run All Night,2015,114.0,6.6,94131.0,Action,6.085581395348833
422,Maze Runner: The Scorch Trials,17.31,61000000,81697192,310566162,9,tt4046784,Maze Runner: The Scorch Trials,2015,131.0,6.3,201143.0,Action,6.085581395348833
423,Blackhat,16.824,70000000,8005980,19665004,1,tt2717822,Blackhat,2015,133.0,5.4,48427.0,Action,6.085581395348833
424,The Last Witch Hunter,16.685,80000000,27367660,130818912,10,tt1618442,The Last Witch Hunter,2015,106.0,6.0,86118.0,Action,6.085581395348833
425,The Last Witch Hunter,16.685,80000000,27367660,130818912,10,tt1618442,The Last Witch Hunter,2015,106.0,6.0,86118.0,Action,6.085581395348833
426,Fantastic Four,16.36,120000000,56117548,167849187,8,tt1502712,Fantastic Four,2015,100.0,4.3,140148.0,Action,6.085581395348833
427,Fantastic Four,16.36,87500000,154696080,333132750,8,tt1502712,Fantastic Four,2015,100.0,4.3,140148.0,Action,6.085581395348833
428,Paul Blart: Mall Cop 2,15.940999999999999,38000000,71091594,107650646,4,tt3450650,Paul Blart: Mall Cop 2,2015,94.0,4.4,30828.0,Action,6.085581395348833
429,Vice,14.640999999999998,60000000,47836282,70883171,1,tt3480796,Vice,2015,96.0,4.2,14436.0,Action,6.085581395348833
430,Vice,20.125,60000000,47836282,70883171,12,tt3480796,Vice,2015,96.0,4.2,14436.0,Action,6.085581395348833
431,In the Heart of the Sea,14.33,100000000,25020758,89693309,12,tt1390411,In the Heart of the Sea,2015,122.0,6.9,108628.0,Action,6.085581395348833
432,In the Heart of the Sea,14.33,100000000,25020758,89693309,12,tt1390411,In the Heart of the Sea,2015,122.0,6.9,108628.0,Action,6.085581395348833
433,Hitman: Agent 47,14.082,35000000,22467450,82182803,8,tt2679042,Hitman: Agent 47,2015,96.0,5.7,80510.0,Action,6.085581395348833
434,The Transporter Refueled,13.427999999999999,22000000,16029670,69698495,9,tt2938956,The Transporter Refueled,2015,96.0,5.2,36201.0,Action,6.085581395348833
435,Mortdecai,13.263,60000000,7696134,30396134,1,tt3045616,Mortdecai,2015,107.0,5.5,61366.0,Action,6.085581395348833
437,Scouts Guide to the Zombie Apocalypse,10.450999999999999,15000000,3703046,15554855,10,tt1727776,Scouts Guide to the Zombie Apocalypse,2015,93.0,6.3,40479.0,Action,6.085581395348833
438,The Gunman,10.388,40000000,10664749,18594227,3,tt2515034,The Gunman,2015,115.0,5.8,36053.0,Action,6.085581395348833
439,American Ultra,9.97,28000000,14439985,30295028,8,tt3316948,American Ultra,2015,96.0,6.1,76769.0,Action,6.085581395348833
440,Hot Pursuit,9.607000000000001,35000000,34580201,45671512,5,tt2967224,Hot Pursuit,2015,87.0,5.1,44723.0,Action,6.085581395348833
441,Point Break,9.435,100000000,28782481,126704591,12,tt2058673,Point Break,2015,114.0,5.3,53802.0,Action,6.085581395348833
442,Point Break,9.435,24000000,43218387,83531958,12,tt2058673,Point Break,2015,114.0,5.3,53802.0,Action,6.085581395348833
443,American Heist,7.271,10000000,0,2341218,7,tt2923316,American Heist,2014,94.0,5.1,15547.0,Action,6.085581395348833
465,X-Men: Apocalypse,39.293,178000000,155442489,542537546,5,tt3385516,X-Men: Apocalypse,2016,144.0,7.0,356556.0,Action,6.085581395348833
466,Captain America: Civil War,39.137,250000000,408084349,1140069413,5,tt3498820,Captain America: Civil War,2016,147.0,7.8,583507.0,Action,6.085581395348833
467,Deadpool,35.067,58000000,363070709,801025593,2,tt1431045,Deadpool,2016,108.0,8.0,820847.0,Action,6.085581395348833
